Points in r1,Points in r2,Points in r3,Points in r4,Points in r5,Points in r6,Points in r7,Distance from closest point,Population ,Average Age,Average Household Income ,Activity
0,0,0,0,0,3,5,7.0190898,27338,37,136748,0
0,0,0,0,0,0,3,10.511898,7394,38,87500,0
0,0,0,0,0,2,3,8.9537702,20434,39,126866,0
0,0,0,2,2,5,37,3.0838028,32144,31,167577.18,0
0,0,0,1,1,1,7,3.9,15069,44,100927.19,0
0,0,0,1,1,1,3,2.9206164,6513,35,102979.26,0
0,0,0,1,1,2,5,3.959798,5023,39,111509.65,0
0,0,0,3,6,12,80,3.3424889,32144,30,169577.18,1
0,0,0,0,0,2,10,8.0361682,20434,39,126866,0
0,0,0,1,1,1,3,3.2249031,16871,35,144796,0
0,0,0,0,0,0,5,10.8903627,16871,35,144796,0
0,0,0,1,1,1,2,2.8071338,6513,35,102979.26,0
0,0,0,1,1,1,5,4.0249964,7820,32,103761.97,0
0,0,0,0,1,1,3,6.4031562,23639,42,90300,0
0,0,0,1,2,3,12,4.0311289,11258,38,116987,0
0,0,0,1,1,1,7,4.2201896,15069,44,100927.19,0
0,0,0,0,0,1,10,8.5440037,32393,30,142538.14,0
0,0,0,1,1,1,3,4.8166378,7769,42,106839.01,0
0,0,0,1,8,41,183,3.6968097,34221,28,182927.31,1
0,0,0,0,0,0,5,10.0623059,17516,34,126162.82,0
9,9,26,72,106,147,237,0.0130384,34221,28,182927.31,1
0,0,0,0,0,1,3,9.1443972,35035,40,108496.35,0
0,0,5,53,96,131,238,1.5758712,34221,28,182927.31,0
0,0,0,1,2,3,5,2.7658633,13117,41,90426.02,0
0,0,0,0,0,5,9,9.0038527,17516,34,126162.82,0
0,0,0,0,1,1,10,6.844706,12360,42,95556,0
0,0,0,0,0,1,6,7.207767,6232,39,128184,0
0,0,0,1,2,4,17,2.2472205,12210,31,131646.75,0
0,2,3,10,18,59,146,0.9261884,18614,30,169443.96,0
0,0,0,1,1,1,10,4.7169906,9005,31,105797,0
0,0,0,0,0,2,9,8.1123363,8924,42,125739.63,0
0,0,0,1,1,1,5,2.7658633,12356,37,101759,0
0,0,2,13,20,22,184,1.619105,32144,30,169577.18,1
0,0,0,0,0,0,6,10.5621967,16871,35,144796,0
0,0,0,0,2,2,5,5.2315226,23639,42,90300,0
0,0,1,1,2,3,8,1.0114119,12346,41,117432,0
0,0,0,1,1,4,16,3.8386556,9809,40,146348,0
0,0,0,1,1,1,5,3.1764209,6232,39,128184,0
0,0,0,0,0,1,3,9.5,7492,41,87300,0
2,2,9,70,94,144,243,0.1718197,34221,28,182927.31,1
0,0,1,1,1,1,2,1.0630146,8779,39,102729.61,0
0,0,0,1,1,1,3,4.86621,11251,41,106476,0
4,4,10,38,88,136,250,0.1049952,34221,28,182927.31,1
0,0,0,0,1,1,4,6.9003195,3549,42,90300,0
0,0,0,0,0,0,2,10.3247276,16871,35,144796,0
0,0,0,0,0,1,7,8.2820647,17870,41,143598.91,0
7,7,11,15,24,59,160,0.0806226,6232,39,128184,1
0,0,0,0,1,1,4,5.8404633,9450,38,96353.24,0
0,0,0,0,0,0,5,11.2606239,23639,42,90300,0
0,0,2,10,54,114,185,1.4744396,34221,28,182927.31,0
0,0,0,0,1,1,6,6.2936476,9450,38,96353.24,0
0,0,0,0,0,0,4,13.5358783,18295,36,108496.35,0
1,1,1,2,2,7,14,0.0151327,8283,36,117590.58,1
0,0,0,0,0,1,5,8.2492424,13117,41,90426.02,0
0,0,0,1,1,2,2,2.912044,6513,35,102979.26,0
0,0,0,2,2,2,4,3.2411603,13117,41,90426.02,0
0,0,0,0,0,4,12,7.256721,9546,34,147858.21,0
0,0,0,0,1,1,5,5.0576406,7394,38,87500,0
0,0,0,1,1,1,5,4,17870,41,143598.91,0
0,0,0,0,0,5,16,8.5553731,11311,34,124159,1
0,0,0,1,1,3,4,4.2118179,12356,37,101759,1
0,0,0,0,0,2,8,8.2637764,8924,42,125739.63,0
0,0,0,1,1,1,7,2.34094,9546,34,147858.21,0
0,0,0,0,1,3,4,6.5568018,6232,39,128184,0
0,0,0,0,0,0,10,10.9004587,17516,34,126162.82,0
0,0,0,1,1,10,82,3.1505428,32393,30,142538.14,0
0,0,0,1,3,5,22,4.9841637,9809,40,146348,0
0,0,0,7,7,8,24,4.1903624,11311,34,124159,0
0,0,4,56,105,168,245,1.5957028,34221,28,182927.31,1
0,0,0,0,0,0,6,12.0705846,9450,38,96353.24,0
0,0,0,1,6,8,23,4.4777226,11311,34,124159,0
1,2,2,26,97,121,205,0.0659242,34221,28,182927.31,1
0,0,0,0,0,0,2,11.9,15069,44,100927.19,1
0,0,0,0,0,2,7,9.5713113,8779,39,102729.61,0
0,0,1,2,5,6,12,1.7537882,27534,32,132468,0
2,4,20,34,83,135,228,0.0609016,34221,28,182927.31,1
0,0,0,0,1,1,2,6.4288413,6513,35,102979.26,0
0,0,0,0,1,1,3,6.6068147,13117,41,90426.02,0
0,0,0,1,1,2,5,3.8327536,27338,37,136748,0
1,1,1,3,5,8,12,0.222468,8283,36,117590.58,1
0,0,0,0,0,1,3,7.999233,7394,38,87500,0
0,0,0,5,30,49,170,4.2124393,34221,28,182927.31,0
0,0,0,0,0,1,3,8.5440037,3549,42,90300,0
0,0,1,15,43,80,216,1.5429128,36981,31,164856,0
0,0,0,0,1,1,2,6.661081,27338,33,137513.32,0
0,0,0,0,1,1,5,6.7742158,7394,38,87500,0
0,0,0,1,1,2,2,4.7507894,16871,35,144796,0
0,0,0,0,0,1,6,7.1897563,17870,41,143598.91,0
0,0,0,0,0,2,2,7.6550637,16871,35,144796,0
0,0,0,3,3,4,9,4.3185646,11258,38,116987,0
0,0,0,1,1,1,15,2.6907248,6191,37,123540,0
0,0,0,0,0,1,4,7.9562811,23639,42,90300,0
0,0,0,1,1,1,4,2.9154759,7820,32,103761.97,0
0,0,0,0,2,2,31,6.5277727,3287,35,123131,0
0,0,0,0,2,3,4,6.644742,7820,32,103761.97,0
0,0,0,0,2,2,30,5.7012118,3287,35,123131,0
0,0,0,0,1,1,3,5.2801515,11251,41,106476,0
0,0,0,1,1,2,5,3.2140317,8924,42,125739.63,0
0,0,0,0,2,2,5,5.6753854,17870,41,143598.91,0
0,0,1,1,4,4,17,1.3601471,12210,31,131646.75,0
0,0,0,0,6,18,111,5.4748809,18614,30,169443.96,0
0,1,1,1,1,1,4,0.9433981,5023,39,111509.65,0
0,0,0,2,8,10,26,3.8389191,26977,23,148577.18,0
0,0,0,1,2,3,8,4.0842527,13117,41,90426.02,0
0,0,0,1,1,1,7,4.8595906,27338,37,136748,0
0,0,0,0,0,0,4,10.9123783,6513,35,102979.26,0
0,0,0,0,0,0,7,10.382932,9809,40,146348,0
0,0,0,0,0,1,3,9.3605555,35035,40,108496.35,0
1,1,1,3,3,3,14,0.3605551,20434,39,126866,0
0,0,0,0,0,3,3,7.160052,23639,42,90300,0
0,0,0,1,2,3,15,2.8944493,9005,31,105797,0
0,0,0,0,1,2,5,6.6293596,23639,42,90300,0
0,0,0,1,1,2,3,3.2940874,9450,38,96353.24,0
1,3,4,64,104,151,246,0,34221,28,182927.31,1
2,2,2,9,54,77,186,0.1103857,18614,30,169443.96,1
0,0,0,3,3,3,9,3.6117079,11258,38,116987,0
1,1,22,47,61,95,232,0.127059,36981,31,164856,1
0,0,0,0,0,3,27,8.7935223,9809,40,146348,0
0,0,0,0,0,0,6,12.2560189,9450,38,96353.24,0
0,0,0,0,6,7,18,5.7114738,32144,31,167577.18,0
0,0,0,0,0,0,31,10.5764764,6232,39,128184,0
0,0,0,0,1,1,1,5.6035703,3549,42,90300,0
0,0,0,0,1,1,5,5.235456,9450,38,96353.24,0
1,2,2,2,5,9,19,0,12210,31,131646.75,1
0,0,0,0,1,1,14,6.4031242,32393,30,142538.14,0
0,0,0,0,0,0,2,19.1658551,6513,35,102979.26,1
0,0,0,1,2,3,18,4.5411886,8748,32,158305,0
0,0,0,0,0,2,14,7.3979727,8283,36,117590.58,0
0,0,0,1,1,2,5,4.7634021,27338,37,136748,0
0,0,0,0,1,1,14,5.2518478,6232,39,128184,0
0,0,0,0,0,1,4,9.3984041,6513,35,102979.26,0
0,0,0,0,0,1,10,8.6622226,6191,37,123540,0
0,0,1,12,29,95,245,1.2366064,34221,28,182927.31,1
15,16,25,59,74,132,214,0.0374833,34221,28,182927.31,1
0,0,0,0,0,0,4,13.0969462,8779,39,102729.61,0
0,0,0,0,0,0,5,11.9473847,3673,41,125552,0
0,1,1,1,1,2,11,0.509902,9546,34,147858.21,0
0,0,0,0,1,1,3,5.8694122,13117,41,90426.02,0
0,0,0,3,4,4,9,3.9981587,16734,38,150821.66,0
0,0,0,0,0,1,2,8.207923,27338,33,137513.32,0
0,0,0,1,1,1,4,4.472136,32393,30,142538.14,0
0,0,0,0,0,1,2,9.9830963,9450,38,96353.24,1
0,0,0,0,0,3,6,7.1028163,8779,39,102729.61,0
0,0,0,3,3,3,9,3.1655325,8924,42,125739.63,0
0,0,0,0,0,0,3,10.0017862,7394,38,87500,0
0,2,19,41,72,106,214,0.8990406,34221,28,182927.31,0
0,0,0,0,0,0,2,14.1890803,39305,37,138248,0
0,0,0,0,0,1,2,7.3164199,8779,39,102729.61,0
0,0,0,2,2,2,11,2.3194827,12346,41,117432,0
0,0,0,0,0,0,4,10.1087293,3549,42,90300,0
0,0,0,1,1,3,24,3.61422,26977,23,148577.18,0
0,0,0,0,0,1,4,9.6420952,16871,35,144796,0
0,5,13,33,42,118,223,0.8537687,34221,28,182927.31,0
0,0,0,1,2,2,4,3.3376639,8924,42,125739.63,0
0,0,0,0,0,1,24,7.0710678,32393,30,142538.14,0
0,0,0,0,0,0,2,14.3934013,16871,35,144796,0
2,2,6,54,65,113,240,0.0170294,36981,31,164856,1
0,0,0,0,0,0,0,20.4705739,7539,45,157492,0
4,4,4,6,6,8,27,0.03245,11311,34,124159,1
0,0,0,0,1,2,6,6.1934621,12360,42,95556,0
3,3,5,5,6,7,66,0.0671193,34221,28,182927.31,1
0,0,0,0,0,0,8,12.2971541,35035,40,108496.35,0
0,0,0,0,0,3,9,7.4412828,11258,38,116987,0
15,16,23,59,74,132,214,0.0388973,34221,28,182927.31,1
0,0,0,0,1,1,10,6.9838456,6191,37,123540,0
4,4,4,6,6,8,27,0.0420595,11311,34,124159,1
0,0,0,1,2,5,14,4.8915851,9005,31,105797,0
3,3,3,4,5,5,10,0.069029,16734,38,150821.66,1
0,0,0,0,1,2,7,6.2625873,15069,44,100927.19,0
0,0,0,0,1,1,6,6.9007246,35035,40,108496.35,0
0,0,0,0,1,1,7,6.726812,16734,38,150821.66,0
0,0,3,4,6,9,13,1.5160122,8283,36,117590.58,0
0,0,1,1,1,1,4,1.5811388,7820,32,103761.97,0
0,0,0,0,0,1,2,7.2718636,11251,41,106476,0
0,0,0,0,3,5,14,5.8280018,8283,36,117590.58,0
3,3,3,4,4,23,77,0.0594138,6232,39,128184,1
0,0,0,0,2,2,8,6.0406953,8924,42,125739.63,0
0,0,0,0,0,1,2,8.205486,6513,35,102979.26,0
0,0,0,1,1,1,1,2.6172505,7492,41,87300,0
0,0,0,0,1,2,6,5.5762084,6191,37,123540,0
0,0,0,1,2,2,4,2.158798,23639,42,90300,0
0,0,0,0,0,0,6,11.3577732,9450,38,96353.24,0
0,0,0,0,0,0,3,16.5061688,8779,39,102729.61,1
17,18,22,42,57,94,231,0.0291204,36981,31,164856,1
0,0,0,0,0,0,5,10.3121288,39305,37,138248,0
0,0,0,5,8,8,14,2.45508,8283,36,117590.58,0
0,0,0,0,0,3,7,8.5752026,8924,42,125739.63,0
0,0,0,0,0,1,9,7.6781573,6191,37,123540,0
0,0,0,0,0,0,0,24.4730464,7539,45,157492,0
0,0,0,0,0,1,8,9.2005435,12360,42,95556,0
0,0,0,1,1,1,2,4.5354162,16871,35,144796,0
0,0,0,5,7,8,13,3.461452,8283,36,117590.58,0
0,0,0,0,1,2,5,5.8249464,8924,42,125739.63,0
0,0,0,0,23,48,170,5.4277583,34221,28,182927.31,0
0,0,0,2,3,3,6,3.0484378,12356,37,101759,0
0,0,0,2,3,7,12,3.6064913,8283,36,117590.58,1
0,0,0,0,0,1,12,9.6041658,6191,37,123540,0
0,0,0,1,1,3,5,4.5973525,6232,39,128184,0
0,0,0,0,3,3,9,5.9347513,8924,42,125739.63,0
0,0,2,4,4,6,21,1.8182489,26977,23,148577.18,0
0,0,0,1,1,1,9,4.1012193,17516,34,126162.82,0
0,0,0,1,1,1,2,3.2756679,8779,39,102729.61,0
0,0,0,0,0,0,3,11.1485425,5023,39,111509.65,0
0,0,0,0,0,0,4,10.6303212,7394,38,87500,0
0,0,0,0,0,5,9,8.7880976,16734,38,150821.66,0
0,0,0,0,1,3,5,5.5081757,8924,42,125739.63,0
0,0,0,0,0,0,5,11.6275535,17870,41,143598.91,0
0,0,0,1,1,2,6,2.7892651,7820,32,103761.97,0
0,0,0,1,3,3,7,4.5607017,11258,38,116987,0
0,0,0,0,1,1,3,6.3348244,39305,37,138248,0
0,0,0,1,2,2,17,3.6769553,11311,34,124159,0
0,0,0,0,0,1,10,9.4732301,9546,34,147858.21,1
1,1,1,1,1,1,2,0.0178045,17870,41,143598.91,1
0,0,0,0,1,2,11,6.9641941,12360,42,95556,0
0,0,0,1,1,2,17,4.2485292,11311,34,124159,0
0,0,0,1,1,2,7,2.4424621,27338,37,136748,0
0,0,0,0,1,1,3,5.3037722,3673,41,125552,0
0,0,0,0,1,2,18,5.8648439,29708,32,152263,0
0,0,0,1,1,2,15,4.2059482,11345,31,130480.48,0
0,0,0,1,2,3,4,3.3376639,8924,42,125739.63,0
0,1,9,42,69,159,246,0.9425038,18614,30,169443.96,1
0,0,0,0,0,0,2,16.4012195,12360,42,95556,1
0,0,1,3,4,6,12,1.7792619,27534,32,132468,0
0,0,0,1,1,4,16,3.8013156,12210,31,131646.75,0
0,0,0,1,1,2,9,4.9430861,6191,37,123540,0
0,0,0,0,0,1,3,9.3085982,12360,42,95556,0
0,0,0,1,3,24,143,3.596376,34221,28,182927.31,0
0,0,0,0,0,0,5,12.8456218,11914,38,107411.92,0
0,0,0,0,0,0,1,19.7466453,6513,35,102979.26,0
0,0,0,0,0,1,6,9.8152942,39305,37,138248,0
0,0,0,0,0,1,6,9.835816,9809,40,146348,0
0,0,0,0,0,0,11,11.2805142,16734,38,150821.66,0
0,0,0,0,0,0,7,10.9843196,9809,40,146348,0
0,0,0,1,1,1,7,3.522555,29708,32,152263,0
0,0,0,0,0,1,6,7.2737625,27338,37,136748,0
0,0,0,0,1,1,4,5.7245087,20434,39,126866,0
0,0,0,1,1,1,4,4.652956,12346,41,117432,0
0,0,1,1,1,2,8,1.2206556,8924,42,125739.63,0
0,0,0,0,0,0,4,13.3405397,5023,39,111509.65,0
0,0,0,0,1,3,24,5.0715467,26977,23,148577.18,0
0,0,0,0,0,4,9,7.5076237,9546,34,147858.21,1
0,0,0,0,0,2,9,8.6764048,32393,30,142538.14,0
0,0,0,0,0,1,4,9.8488578,17870,41,143598.91,0
0,0,0,1,1,1,5,4.5793013,20434,39,126866,0
0,0,0,0,0,0,3,11.1892806,11914,38,107411.92,0
0,0,0,0,2,2,9,5.7388239,16734,38,150821.66,0
0,0,0,2,2,3,6,2.745906,18295,36,108496.35,0
0,0,0,1,1,5,12,2.578295,8283,36,117590.58,0
0,0,0,0,0,0,8,12.6331252,5023,39,111509.65,0
0,1,1,2,2,2,10,0.7615773,12346,41,117432,0
0,0,0,0,0,1,3,9.656604,13117,41,90426.02,0
0,0,0,3,4,8,14,3.4906878,8283,36,117590.58,0
0,0,0,0,0,5,17,7.558439,20434,39,126866,0
0,1,1,14,21,53,197,0.6904837,18614,30,169443.96,1
0,0,0,0,0,0,5,12.9181524,12346,41,117432,1
0,0,0,0,0,1,9,7.3498299,17516,34,126162.82,0
0,0,0,0,0,0,10,13.1575074,17516,34,126162.82,1
0,0,0,0,0,1,7,9.5044733,9450,38,96353.24,0
0,0,5,5,6,7,74,1.4097805,34221,28,182927.31,1
0,0,0,1,1,1,3,4.8301139,8779,39,102729.61,0
0,0,0,0,0,1,1,8.0081209,8779,39,102729.61,0
0,0,0,0,0,0,8,10.2215459,32393,30,142538.14,0
1,3,8,51,88,163,246,0,34221,28,182927.31,1
0,0,0,0,1,1,3,6.1220911,6513,35,102979.26,0
0,0,0,2,3,3,5,3.324154,12356,37,101759,0
0,0,0,0,1,1,6,6.3245553,32393,30,142538.14,0
0,0,0,0,0,0,2,12.4257797,9546,34,147858.21,1
0,0,0,2,2,2,4,4.3160919,17870,41,143598.91,0
0,0,1,1,1,2,4,1.5752654,20434,39,126866,0
4,4,11,51,89,129,234,0.01,34221,28,182927.31,1
0,0,0,2,4,11,25,4.2699642,26977,23,148577.18,1
0,0,0,1,1,3,9,4.3046487,20434,39,126866,0
0,0,0,0,1,5,15,6.2968246,17516,34,126162.82,0
0,0,0,0,0,0,1,16.2197411,11251,41,106476,0
0,0,1,1,1,1,2,1.6278821,27338,33,137513.32,0
0,0,0,0,0,2,9,8.286133,16871,35,144796,0
0,0,0,0,0,0,4,10.467569,27338,37,136748,0
0,0,0,0,1,3,4,5.5326219,6232,39,128184,0
0,0,0,0,0,1,31,9.5810152,6232,39,128184,0
0,0,0,0,6,8,20,5.2201533,11311,34,124159,0
0,0,0,1,1,1,3,3.9442947,20434,39,126866,0
0,0,0,0,5,6,12,5.0159908,16734,38,150821.66,1
0,0,0,0,1,1,2,6.382006,6513,35,102979.26,0
0,0,0,0,1,2,4,6.1401118,12356,37,101759,0
0,0,0,0,1,3,7,6.7230945,20434,39,126866,0
0,0,0,1,1,2,3,4.724156,6232,39,128184,0
0,0,0,0,0,1,3,9.338094,11914,38,107411.92,0
0,0,0,0,0,1,3,7.6026311,16871,35,144796,0
0,0,0,0,0,1,5,9.1416629,6232,39,128184,0
0,0,0,0,1,1,4,5.4451814,12356,37,101759,0
0,0,0,0,0,0,10,12.8334483,17516,34,126162.82,0
0,0,0,0,2,2,2,5.0328918,6513,35,102979.26,0
0,0,0,0,0,0,4,11.7614509,7394,38,87500,0
0,2,3,11,27,98,179,0.909121,34221,28,182927.31,1
0,0,0,1,1,1,3,3.3060551,6513,35,102979.26,0
0,0,0,0,0,1,5,7.154044,6232,39,128184,0
0,0,0,0,0,0,5,13.1400152,16871,35,144796,0
0,0,0,0,0,0,3,10.3247276,11914,38,107411.92,0
0,0,0,1,1,2,4,3.8444412,7394,38,87500,0
0,0,0,0,2,2,14,6.0733725,6232,39,128184,0
0,0,0,0,4,5,11,6.753773,16734,38,150821.66,0
0,0,0,0,0,1,9,7.1309186,12360,42,95556,0
0,0,0,0,1,2,10,5.6302753,13117,41,90426.02,0
0,0,0,0,0,0,5,10.0215844,12346,41,117432,1
0,0,0,0,1,1,3,6.5520989,6513,35,102979.26,0
0,0,0,0,0,1,2,9.8371744,16871,35,144796,0
0,0,0,0,0,0,1,19.9248588,39305,37,138248,1
0,0,0,1,1,1,5,4.2047592,5023,39,111509.65,0
0,0,0,0,0,2,30,7.6812942,32144,31,167577.18,1
4,4,11,51,90,129,234,0.01,34221,28,182927.31,1
0,0,0,0,1,3,9,5.9808026,11311,34,124159,0
0,0,0,0,0,3,13,8.8583803,8283,36,117590.58,0
0,0,0,1,1,1,2,2.6172505,12360,42,95556,0
0,0,0,0,0,0,5,11.8139748,8924,42,125739.63,1
0,0,0,0,0,2,25,8.031639,6232,39,128184,0
0,0,0,0,0,1,4,8.2462113,27338,37,136748,0
0,0,0,0,0,0,4,10.0869049,23639,42,90300,0
4,4,10,47,95,138,248,0.0629365,34221,28,182927.31,1
6,7,10,47,77,157,245,0.0304138,18614,30,169443.96,1
0,0,0,0,0,0,6,11.1159302,6232,39,128184,0
0,0,0,1,1,4,10,4.5157843,11258,38,116987,1
0,0,0,0,2,3,9,5.7201399,11311,34,124159,0
0,0,23,42,62,93,229,1.0345459,36981,31,164856,1
0,0,0,0,0,0,3,10.6183638,23639,42,90300,0
0,2,12,34,47,125,217,0.9883562,34221,28,182927.31,1
0,0,0,3,11,23,92,3.9683323,6232,39,128184,0
0,0,0,0,1,6,28,6.602867,6232,39,128184,0
1,2,8,12,24,49,166,0.1297575,32393,30,142538.14,1
0,0,0,0,0,1,6,7.4886581,5023,39,111509.65,0
0,0,0,1,1,1,2,3.6400549,7492,41,87300,0
0,0,0,3,4,8,14,2.4207643,8283,36,117590.58,0
0,0,0,0,1,2,7,5.0191786,12346,41,117432,1
0,0,0,0,0,0,5,12.0145083,3549,42,90300,0
0,0,0,0,1,2,7,6.9856997,12346,41,117432,0
0,0,0,0,6,6,37,5.2651756,6232,39,128184,0
0,0,0,0,0,1,2,8.4811556,6513,35,102979.26,0
0,0,0,0,0,0,5,15.2777616,11914,38,107411.92,0
0,0,0,0,0,1,10,7.7897368,32393,30,142538.14,0
0,0,0,0,0,2,12,7.8924014,16734,38,150821.66,0
0,0,1,1,1,4,19,1.811077,11311,34,124159,0
1,2,9,26,71,134,250,0.0672602,34221,28,182927.31,1
0,0,0,0,1,1,4,5.4918121,16871,35,144796,0
0,0,0,0,0,2,5,8.5328776,9450,38,96353.24,0
0,0,0,0,0,1,8,9.2195445,32393,30,142538.14,0
0,0,2,2,2,2,29,1.3279733,18295,36,108496.35,0
0,0,1,1,2,2,5,1.6552945,8924,42,125739.63,0
0,0,0,0,0,1,5,8.6833173,16871,35,144796,0
0,0,0,0,0,0,1,19.1144551,7539,45,157492,0
0,0,0,0,0,0,4,12.5781557,17870,41,143598.91,1
0,0,0,0,0,0,1,16.2443836,11251,41,106476,0
0,0,0,0,0,1,3,8.2097503,3549,42,90300,0
0,3,9,65,91,143,241,0.6691263,34221,28,182927.31,0
0,0,0,0,1,1,9,5.8420887,12346,41,117432,0
0,2,2,3,4,8,15,0.6554769,8283,36,117590.58,0
0,0,1,1,1,1,24,1.0440307,11345,31,130480.48,0
0,0,0,0,0,1,15,7.1867143,29708,32,152263,1
4,4,10,50,95,138,250,0.1174564,34221,28,182927.31,1
0,0,0,0,1,5,15,5.6938563,12210,31,131646.75,0
0,0,1,3,4,11,26,1.3301729,26977,23,148577.18,1
0,0,0,1,2,3,6,4.6738606,12360,42,95556,0
0,0,0,0,0,2,3,8.34386,35035,40,108496.35,0
0,0,0,1,1,2,4,4.9477268,11251,41,106476,0
0,0,0,0,0,0,6,16.643317,11914,38,107411.92,0
0,0,0,0,0,1,5,9.4710034,6232,39,128184,0
0,0,0,0,0,0,1,16.2027775,6513,35,102979.26,0
0,0,0,0,0,2,10,9.2106437,32393,30,142538.14,0
9,9,26,73,106,147,237,0.0092195,34221,28,182927.31,1
0,0,0,0,1,1,4,6.661081,16871,35,144796,0
0,0,0,0,0,1,4,7.6026311,7769,42,106839.01,0
0,0,0,0,0,1,9,7.8409183,32393,30,142538.14,0
0,0,1,1,1,4,16,1.6278821,12210,31,131646.75,0
0,0,0,0,0,0,1,17.4106289,6513,35,102979.26,0
0,0,0,0,0,0,16,10.7563934,11345,31,130480.48,0
0,0,0,0,1,1,10,6.4987768,11258,38,116987,0
0,0,0,0,0,7,28,8.6175872,26977,23,148577.18,0
0,0,0,1,1,2,8,3.4481879,8924,42,125739.63,0
0,0,0,1,1,1,3,2.9546573,3673,41,125552,0
0,0,2,15,20,68,192,1.3691446,18614,30,169443.96,1
0,0,0,0,0,1,5,8.845903,12346,41,117432,0
0,0,0,1,1,1,4,4.9621768,8924,42,125739.63,1
0,0,0,0,0,1,3,9.486833,11914,38,107411.92,0
0,0,0,1,1,1,28,2.8701638,8748,32,158305,0
0,0,0,0,0,2,5,9.0895395,7394,38,87500,0
0,0,0,0,0,3,16,7.1506529,13117,41,90426.02,0
0,0,0,0,0,0,10,10.1964893,29708,32,152263,0
0,0,3,46,94,149,242,1.4761494,34221,28,182927.31,1
0,0,0,1,1,4,10,3.2984845,9546,34,147858.21,0
0,0,0,0,0,1,9,8.5615419,12346,41,117432,0
0,0,0,1,1,2,8,2.236068,32393,30,142538.14,0
0,0,0,0,0,0,6,11.2614386,16871,35,144796,0
0,0,0,1,1,4,14,4.5737666,6191,37,123540,0
0,0,0,0,1,3,7,6.4561181,20434,39,126866,0
0,0,0,0,1,1,28,6.7882251,32393,30,142538.14,0
0,0,0,0,0,0,6,14.766308,5023,39,111509.65,0
0,0,0,1,5,8,13,4.3468348,8283,36,117590.58,0
0,0,0,1,1,2,14,4.6067761,12210,31,131646.75,0
0,0,0,0,0,1,5,7.5133215,12356,37,101759,0
0,0,0,0,0,2,6,8.193315,12356,37,101759,0
0,0,1,1,1,1,2,1.3152946,39305,37,138248,0
0,0,0,0,0,0,4,10.1833197,27338,37,136748,1
0,0,0,0,3,6,79,6.1162907,32393,30,142538.14,0
0,1,1,9,16,21,185,0.9888503,32144,30,169577.18,1
0,0,0,0,1,1,3,5.3373225,9450,38,96353.24,0
0,0,0,0,0,1,2,7.3790243,27338,33,137513.32,0
0,0,0,0,1,2,8,5.2810984,8924,42,125739.63,0
6,7,10,47,77,157,245,0.01,18614,30,169443.96,1
0,0,0,0,1,7,80,6.8180584,34221,28,182927.31,0
0,0,0,2,4,5,17,2.6859073,20434,39,126866,0
0,0,20,40,65,100,235,1.2118981,18614,30,169443.96,0
0,0,0,0,0,1,4,9.7992045,3549,42,90300,0
5,10,26,63,94,141,225,0.0328024,34221,28,182927.31,1
0,1,1,1,1,1,3,0.8062258,12356,37,101759,0
0,0,0,0,1,1,7,5.5362442,12346,41,117432,0
0,0,0,0,0,0,9,11.5420969,17516,34,126162.82,0
0,0,0,0,0,1,4,9.1214034,16871,35,144796,0
0,0,0,2,2,5,14,2.9150084,27534,32,132468,0
0,0,0,0,2,2,6,5.639911,7820,32,103761.97,0
6,7,11,16,27,65,161,0.294598,6232,39,128184,1
0,0,1,1,2,2,10,1.8384776,12346,41,117432,0
1,1,1,1,1,4,13,0.2236068,13117,41,90426.02,0
0,0,0,1,1,1,3,4.3712387,7394,38,87500,0
0,0,0,0,0,0,3,11.7183617,9450,38,96353.24,1
0,0,0,0,1,1,2,6.6910388,27338,33,137513.32,0
0,0,1,1,1,1,6,1.8027756,8779,39,102729.61,0
0,0,0,2,2,3,3,2.2015106,17870,41,143598.91,0
0,0,0,0,7,8,21,6.2559713,11311,34,124159,0
0,0,0,0,0,0,1,13.1026715,11251,41,106476,0
0,0,3,16,46,80,228,1.7298873,36981,31,164856,1
0,0,0,2,3,4,9,3.711123,11258,38,116987,0
0,0,0,1,2,2,9,4.8016565,6232,39,128184,0
0,0,0,1,1,2,9,3.2449961,8283,36,117590.58,0
0,0,0,0,0,2,12,8.7494766,11258,38,116987,0
0,0,0,1,1,1,6,2.3345235,12346,41,117432,0
4,4,11,51,89,130,234,0.0345398,34221,28,182927.31,1
0,0,0,2,2,2,35,2.9270832,3287,35,123131,0
0,0,0,0,0,3,12,8.5,11258,38,116987,0
0,0,0,1,1,5,30,4.0949093,29708,32,152263,1
0,0,0,1,2,2,4,2.3086793,3673,41,125552,0
0,0,0,1,2,5,8,4.6141088,8924,42,125739.63,0
0,0,0,0,0,0,2,10.8226614,39305,37,138248,0
0,0,0,0,0,1,1,7.7801028,8779,39,102729.61,0
2,2,9,69,95,145,242,0.2397749,34221,28,182927.31,1
0,0,0,1,3,3,8,4.9860401,8924,42,125739.63,0
0,0,0,1,1,1,19,2.0947203,6232,39,128184,0
0,1,1,1,2,3,21,0.9201011,11311,34,124159,0
0,0,0,0,0,6,15,7.5960516,11345,31,130480.48,0
0,0,0,0,0,5,26,8.1060743,6232,39,128184,1
0,0,0,1,1,1,6,2.2847319,35035,40,108496.35,0
0,0,0,1,1,2,11,4.7010637,12346,41,117432,1
0,0,0,1,1,4,9,3.0479501,16734,38,150821.66,0
